Variable;Region;Energy carrier;Unit;Year;value
Transport Energy Demand;"NAM";natural gas;PJ/yr;2034;1,77371478009000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2035;1,78733148769000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2036;1,79135794658000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2037;1,79275000848000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2038;1,80221296742000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2039;1,78485003060000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2040;1,74291157154000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2041;1,70211388551000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2042;1,65273114557000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2043;1,58129474273000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2044;1,50885385203000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2045;1,44354649551000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2046;1,38955285625000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2047;1,34223064254000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2048;1,28263209305000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2049;1,21694986247000e+03
Transport Energy Demand;"NAM";natural gas;PJ/yr;2050;1,17421188355000e+03
Transport Energy Demand;LAM;natural gas;PJ/yr;2019;4,80880545618000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2020;4,51599558433000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2021;4,78090629124000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2022;5,02243498149000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2023;5,32424322631000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2024;5,56397192982000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2025;5,87689659749000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2026;6,16085203700000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2027;6,46153277331000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2028;6,81375988094000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2029;7,19417322214000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2030;7,57532552290000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2031;7,93462090780000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2032;8,29852394894000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2033;8,64431343303000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2034;8,95931100455000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2035;9,24260270392000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2036;9,48402936369000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2037;9,68286547796000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2038;9,90051709580000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2039;9,95152880938000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2040;9,84424372569000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2041;9,73876504679000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2042;9,62328801270000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2043;9,42156158573000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2044;9,20754608268000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2045;8,99056423615000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2046;8,75464505195000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2047;8,45447498957000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2048;8,06782031622000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2049;7,66378856109000e+02
Transport Energy Demand;LAM;natural gas;PJ/yr;2050;7,42282827510000e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2019;5,44459401150670e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2020;5,43224153190720e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2021;5,77981120891400e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2022;6,64204038758920e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2023;7,58663604525500e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2024;8,19166497761080e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2025;8,85230822933800e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2026;9,42650513760800e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2027;9,98941230762600e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2028;1,05968811460830e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2029;1,11926381491010e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2030;1,17171511596660e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2031;1,21250206901380e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2032;1,24748597170450e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2033;1,27308849778440e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2034;1,28827947955660e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2035;1,29430002037260e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2036;1,29039350886860e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2037;1,27848416186650e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2038;1,27117680341260e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2039;1,23667502326460e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2040;1,17840211774530e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2041;1,12519191583310e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2042;1,07522775381100e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2043;1,01615731477070e+03
Transport Energy Demand;EUR;natural gas;PJ/yr;2044;9,60163037844800e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2045;9,08884538596200e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2046;8,59678071958800e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2047;8,05326141231000e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2048;7,42623001397300e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2049;6,81560407482800e+02
Transport Energy Demand;EUR;natural gas;PJ/yr;2050;6,47374415866400e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2019;2,00707436261000e+01
Transport Energy Demand;SSA;natural gas;PJ/yr;2020;2,20537862237000e+01
Transport Energy Demand;SSA;natural gas;PJ/yr;2021;2,51542259542000e+01
Transport Energy Demand;SSA;natural gas;PJ/yr;2022;4,09035973564000e+01
Transport Energy Demand;SSA;natural gas;PJ/yr;2023;5,96451430352000e+01
Transport Energy Demand;SSA;natural gas;PJ/yr;2024;7,26773855431000e+01
Transport Energy Demand;SSA;natural gas;PJ/yr;2025;8,81752296775000e+01
Transport Energy Demand;SSA;natural gas;PJ/yr;2026;1,02940972178000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2027;1,18986830582000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2028;1,37824679141000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2029;1,58351411998000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2030;1,79318719946000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2031;1,99675046205000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2032;2,20788135949000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2033;2,41666590613000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2034;2,61728081084000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2035;2,81014359147000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2036;2,98933581340000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2037;3,15524401317000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2038;3,34604001510000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2039;3,44699808310000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2040;3,45778327560000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2041;3,47807835666000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2042;3,50109412510000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2043;3,47330003778000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2044;3,44347570342000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2045;3,41908058518000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2046;3,38964727729000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2047;3,31775424826000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2048;3,18206198688000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2049;3,03132932258000e+02
Transport Energy Demand;SSA;natural gas;PJ/yr;2050;3,00954702956000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2019;6,55186395415000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2020;6,70798287457000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2021;7,24984171492000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2022;7,87133312564000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2023;8,52645580816000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2024;9,04101348551000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2025;9,65908226789000e+02
Transport Energy Demand;MEA;natural gas;PJ/yr;2026;1,03156030056000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2027;1,10012666761000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2028;1,17274597621000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2029;1,24657757382000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2030;1,31864947933000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2031;1,38641273003000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2032;1,45306802236000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2033;1,51599667072000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2034;1,57360640415000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2035;1,62557990981000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2036;1,67041803741000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2037;1,70947938903000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2038;1,75096530861000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2039;1,77417713537000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2040;1,77967185708000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2041;1,78480462130000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2042;1,78786970403000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2043;1,77978825037000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2044;1,76839592336000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2045;1,75449531047000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2046;1,73520450237000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2047;1,70458151508000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2048;1,65968261936000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2049;1,60853738741000e+03
Transport Energy Demand;MEA;natural gas;PJ/yr;2050;1,57253997013000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2019;1,65997835996000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2020;1,60872551336000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2021;1,70872848905000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2022;1,79274776142000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2023;1,84696468798000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2024;1,88179739998000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2025;1,91868827791000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2026;1,95501656914000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2027;1,98826579164000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2028;2,02350658847000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2029;2,06046951608000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2030;2,10634289214000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2031;2,18750770453000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2032;2,23176092673000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2033;2,25576106014000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2034;2,27518703020000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2035;2,29164768693000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2036;2,30725755738000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2037;2,32328729162000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2038;2,34129526428000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2039;2,35066738875000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2040;2,35096231045000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2041;2,34945769091000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2042;2,34585098664000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2043;2,33572014249000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2044;2,32281821334000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2045;2,30683538414000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2046;2,28390745654000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2047;2,25386608568000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2048;2,21494158093000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2049;2,17035779116000e+03
Transport Energy Demand;NEE;natural gas;PJ/yr;2050;2,13773273599000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2019;1,23001865794000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2020;1,24682340461000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2021;1,42138026375000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2022;1,66500520952000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2023;1,91526031273000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2024;2,11579595927000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2025;2,32012530948000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2026;2,49988289667000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2027;2,66135590032000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2028;2,81161196634000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2029;2,94202362134000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2030;3,04427358989000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2031;3,11262435757000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2032;3,15861341177000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2033;3,17781403519000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2034;3,16969893442000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2035;3,13790942559000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2036;3,08234528022000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2037;3,00852981946000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2038;2,94465253398000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2039;2,82644380290000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2040;2,66102243250000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2041;2,50801035372000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2042;2,36459670617000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2043;2,20586187192000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2044;2,05745071848000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2045;1,92271964800000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2046;1,79664171933000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2047;1,66377782611000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2048;1,51711436349000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2049;1,37701499579000e+03
Transport Energy Demand;CHN;natural gas;PJ/yr;2050;1,29454654890000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2019;3,46290682077000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2020;3,48162412537000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2021;3,83301196967000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2022;4,47946099756000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2023;5,29819041748000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2024;6,02500163665000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2025;6,85704860552000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2026;7,70986189110000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2027;8,62458693767000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2028;9,63790529372000e+02
Transport Energy Demand;IND;natural gas;PJ/yr;2029;1,07021475568000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2030;1,17604077621000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2031;1,27605439386000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2032;1,37358330566000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2033;1,46439430007000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2034;1,54625284412000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2035;1,61946044058000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2036;1,68249949031000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2037;1,73680548361000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2038;1,79593254166000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2039;1,82379945003000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2040;1,82127213327000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2041;1,81906621662000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2042;1,81444833261000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2043;1,79136378673000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2044;1,76448455006000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2045;1,73559875627000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2046;1,70046477077000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2047;1,64925187350000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2048;1,57762018102000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2049;1,50038099498000e+03
Transport Energy Demand;IND;natural gas;PJ/yr;2050;1,45737828032000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2019;2,67216211911000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2020;2,95300899207000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2021;3,28041549135000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2022;3,81853574924000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2023;4,50223019822000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2024;5,10753349348000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2025;5,77798008070000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2026;6,45225467416000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2027;7,14782922100000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2028;7,87523844311000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2029;8,60136057541000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2030;9,28869236189000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2031;9,90433919903000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2032;1,04688558554000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2033;1,09551335031000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2034;1,13490858386000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2035;1,16536295002000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2036;1,18634420450000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2037;1,19990816819000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2038;1,21502611478000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2039;1,21108520398000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2040;1,18919235336000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2041;1,16743722650000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2042;1,14449455348000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2043;1,11164233871000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2044;1,07728879121000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2045;1,04264627083000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2046;1,00573990205000e+03
Transport Energy Demand;SEA;natural gas;PJ/yr;2047;9,61242570928000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2048;9,06889951915000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2049;8,50489482685000e+02
Transport Energy Demand;SEA;natural gas;PJ/yr;2050;8,12863003524000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2019;3,15625086603000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2020;3,14867322224000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2021;3,16827982167000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2022;3,41165287903000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2023;3,67787387563000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2024;3,81482668364000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2025;3,97403692489000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2026;4,10271123960000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2027;4,23082055451000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2028;4,38129650567000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2029;4,53156015382000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2030;4,65877811166000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2031;4,74341662884000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2032;4,81355683120000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2033;4,85409701535000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2034;4,85962862470000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2035;4,83464515490000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2036;4,77768611345000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2037;4,69385045075000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2038;4,62865372899000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2039;4,46667889102000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2040;4,22058450961000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2041;3,99522930823000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2042;3,78366254763000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2043;3,54171243249000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2044;3,31424416695000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2045;3,10698271206000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2046;2,91157510646000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2047;2,70230917763000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2048;2,46767090336000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2049;2,24171671083000e+02
Transport Energy Demand;OPA;natural gas;PJ/yr;2050;2,11080501829000e+02
Transport Energy Demand;"NAM";coal;PJ/yr;2019;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2032;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2033;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2034;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2035;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2036;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2037;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2038;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2039;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2040;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2041;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2042;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2043;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2044;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2045;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2046;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2047;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2048;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2049;0,00000000000000e+00
Transport Energy Demand;"NAM";coal;PJ/yr;2050;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2019;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2020;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2021;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2022;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2023;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2024;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2025;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2026;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2027;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2028;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2029;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2030;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2031;0,00000000000000e+00
Transport Energy Demand;LAM;coal;PJ/yr;2032;0,00000000000000e+00
