Variable;Region;Energy carrier;Unit;Year;value
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2027;2,09729480840080e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2028;2,15400117195607e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2029;2,21695486357595e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2030;2,28073886378980e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2031;2,34402668569930e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2032;2,39942554674930e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2033;2,44636815906850e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2034;2,48323654803460e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2035;2,50391781000130e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2036;2,51562068069400e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2037;2,52168193614880e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2038;2,52263822455490e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2039;2,51859855741350e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2040;2,50948584562610e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2041;2,49562444433740e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2042;2,47498166816280e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2043;2,44771586289890e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2044;2,41225830722620e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2045;2,36551315402670e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2046;2,31022581953900e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2047;2,24813348939190e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2048;2,18011772091360e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2049;2,10736489383800e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2050;2,03081734613360e+01
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2019;3,87708204819182e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2020;3,75785381250172e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2021;3,63436347037662e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2022;3,48651570958781e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2023;3,33244833160017e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2024;3,18482194351090e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2025;3,04610225455990e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2026;2,91351670171610e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2027;2,78402009879390e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2028;2,66019318394970e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2029;2,54255973813370e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2030;2,42797823340370e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2031;2,31478682559000e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2032;2,20309052072540e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2033;2,09226680904100e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2034;1,98253938886320e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2035;1,87526332358360e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2036;1,77145387401100e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2037;1,67138050913100e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2038;1,57624749770460e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2039;1,48608077082360e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2040;1,40116360183060e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2041;1,32134647286999e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2042;1,24589162184373e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2043;1,17353643596398e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2044;1,10391130860899e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2045;1,03653758547085e+00
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2046;9,71589791992140e-01
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2047;9,09884549447670e-01
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2048;8,51683150217400e-01
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2049;7,97018498920800e-01
Buildings Energy Demand;SEA;direct solar thermal;PJ/yr;2050;7,45781954432220e-01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2019;1,36457705522400e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2020;1,29755195363300e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2021;1,25642259677800e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2022;1,21428238248500e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2023;1,16571875614400e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2024;1,11654972770900e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2025;1,06920308925900e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2026;1,02364056669600e+02
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2027;9,79315398880000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2028;9,36528249882000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2029;8,95539957473000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2030;8,56032997648000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2031;8,17789489838000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2032;7,80937533875000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2033;7,45431709593000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2034;7,11437126856000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2035;6,78791599302000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2036;6,47291929518000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2037;6,16615685198000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2038;5,86832205397000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2039;5,57830358237000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2040;5,29600771039000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2041;5,02101110927000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2042;4,75315365709000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2043;4,49385608886000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2044;4,24574804251000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2045;4,00855749521300e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2046;3,78145180034600e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2047;3,56389189034500e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2048;3,35600614754500e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2049;3,15805543429000e+01
Buildings Energy Demand;OPA;direct solar thermal;PJ/yr;2050;2,97043130949400e+01
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2019;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2020;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2021;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2022;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2023;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2024;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2025;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2026;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2027;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2028;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2029;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2030;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2031;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2032;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2033;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2034;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2035;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2036;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2037;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2038;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2039;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2040;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2041;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2042;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2043;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2044;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2045;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2046;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2047;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2048;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2049;0,00000000000000e+00
Buildings Energy Demand;"NAM";direct geothermal;PJ/yr;2050;0,00000000000000e+00
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2019;1,66168625796600e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2020;1,53016429132000e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2021;1,44050652667000e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2022;1,35463115946000e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2023;1,26933357865200e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2024;1,18741964023600e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2025;1,11079185623900e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2026;1,03910909511500e-03
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2027;9,72052239568000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2028;9,09322765907000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2029;8,50641415079000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2030;7,95746949463000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2031;7,44394989892000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2032;6,96356927726000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2033;6,51418907136000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2034;6,09380873053000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2035;5,70055680569000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2036;5,33268261802000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2037;4,98854846534000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2038;4,66662233130000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2039;4,36547106524000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2040;4,08375400205000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2041;3,82021699376000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2042;3,57368682642000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2043;3,34306599708000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2044;3,12732782800000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2045;2,92551189607000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2046;2,73671975718000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2047;2,56011094652000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2048;2,39489923705000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2049;2,24034913933000e-04
Buildings Energy Demand;LAM;direct geothermal;PJ/yr;2050;2,09577262728000e-04
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2019;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2020;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2021;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2022;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2023;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2024;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2025;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2026;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2027;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2028;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2029;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2030;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2031;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2032;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2033;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2034;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2035;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2036;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2037;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2038;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2039;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2040;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2041;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2042;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2043;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2044;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2045;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2046;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2047;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2048;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2049;0,00000000000000e+00
Buildings Energy Demand;EUR;direct geothermal;PJ/yr;2050;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2019;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2020;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2021;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2022;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2023;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2024;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2025;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2026;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2027;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2028;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2029;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2030;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2031;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2032;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2033;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2034;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2035;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2036;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2037;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2038;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2039;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2040;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2041;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2042;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2043;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2044;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2045;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2046;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2047;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2048;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2049;0,00000000000000e+00
Buildings Energy Demand;SSA;direct geothermal;PJ/yr;2050;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2019;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2020;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2021;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2022;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2023;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2024;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2025;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2026;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2027;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2028;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2029;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2030;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2031;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2032;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2033;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2034;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2035;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2036;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2037;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2038;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2039;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2040;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2041;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2042;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2043;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2044;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2045;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2046;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2047;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2048;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2049;0,00000000000000e+00
Buildings Energy Demand;MEA;direct geothermal;PJ/yr;2050;0,00000000000000e+00
Buildings Energy Demand;NEE;direct geothermal;PJ/yr;2019;0,00000000000000e+00
Buildings Energy Demand;NEE;direct geothermal;PJ/yr;2020;0,00000000000000e+00
Buildings Energy Demand;NEE;direct geothermal;PJ/yr;2021;0,00000000000000e+00
Buildings Energy Demand;NEE;direct geothermal;PJ/yr;2022;0,00000000000000e+00
